"","From","To","Mean","UCI","p.value"
"1220","TWN","PRK",2.6322636626246e-07,7.35069610275349e-07,0.079
"1221","TWN","USA",0.0988942924228125,0.10805844332798,0.984
"1222","COL","BIH",5.69807787133954e-08,1.13961557426791e-07,0.084
"1223","COL","BWA",9.14172736072106e-09,2.74251820821632e-08,0.342
"1224","COL","SWZ",4.99347437037755e-08,1.44280305736598e-07,0.089
"1225","COL","GMB",9.9366601746968e-09,2.98099805240904e-08,0.327
"1226","COL","MWI",1.11263003606595e-08,2.50403836402359e-08,0.088
"1227","COL","MRT",2.5447451776125e-06,7.55027186714162e-06,0.095
"1228","COL","FSM",7.64364098826405e-09,2.29309229647921e-08,0.312
"1229","COL","MSR",7.90872381665624e-09,1.6571776124187e-08,0.103
"1230","COL","WSM",6.9487645347855e-10,2.08462936043565e-09,0.33
"1231","COL","STP",1.3990091445485e-08,2.98176385120512e-08,0.09
"1232","COL","TLS",3.75961529064993e-08,1.12788458719498e-07,0.336
"1233","COL","UZB",2.64748990995644e-08,5.29497981991288e-08,0.088
"1234","COL","VUT",5.36509679974034e-08,1.07301935994807e-07,0.098
"1235","COM","DZA",3.1546197266373e-08,9.4638591799119e-08,0.32
"1236","COM","ATG",1.58986562795149e-09,4.76959688385447e-09,0.315
"1237","COM","AUT",1.686742395997e-08,3.373484791994e-08,0.083
"1238","COM","BGD",7.47082128136963e-08,1.91714161797555e-07,0.095
"1239","COM","BEL",1.32220022112777e-08,3.1002379745054e-08,0.086
"1240","COM","BOL",3.47438226739275e-10,1.04231468021782e-09,0.322
"1241","COM","BFA",1.0810448139143e-08,3.12694404065347e-08,0.08
"1242","COM","BDI",4.32139688580452e-10,1.29641906574136e-09,0.337
"1243","COM","CMR",1.37494063939591e-08,3.5438699127406e-08,0.076
"1244","COM","TCD",4.05087860813461e-09,1.21526358244038e-08,0.338
"1245","COM","COG",3.97466406987872e-10,1.19239922096362e-09,0.335
"1246","COM","COD",1.29641906574136e-09,3.88925719722407e-09,0.326
"1247","COM","HRV",3.68261691648601e-09,1.1047850749458e-08,0.334
"1248","COM","CZE",7.15722747082906e-08,2.14716824124872e-07,0.342
"1249","COM","DNK",1.58453655196849e-08,3.21120216722047e-08,0.091
"1250","COM","FJI",7.74602673929515e-10,2.32380802178854e-09,0.344
"1251","COM","GMB",4.86413517434985e-09,1.45924055230495e-08,0.348
"1252","COM","GEO",1.2445623031117e-07,3.73368690933511e-07,0.311
"1253","COM","GHA",1.3897529069571e-09,4.1692587208713e-09,0.357
"1254","COM","GRL",3.47438226739275e-10,1.04231468021782e-09,0.323
"1255","COM","GTM",2.48209576742352e-09,6.25388808130695e-09,0.089
"1256","COM","GIN",1.16190401089427e-09,3.48571203268282e-09,0.341
"1257","COM","GUY",2.93530111683178e-09,6.48209532870678e-09,0.08
"1258","COM","ISL",5.73608717881647e-09,1.14721743576329e-08,0.088
"1259","COM","IRN",9.03339389522115e-09,2.71001816856634e-08,0.335
"1260","COM","IRQ",2.13113404785307e-08,4.26226809570615e-08,0.078
"1261","COM","JOR",3.31435522483741e-09,9.94306567451222e-09,0.301
"1262","COM","KAZ",2.94609353318881e-09,8.83828059956642e-09,0.337
"1263","COM","PRK",3.29634696433583e-09,7.29620276152477e-09,0.095
"1264","COM","LBN",6.3313364462832e-09,1.51047521416255e-08,0.079
"1265","COM","LBY",1.3897529069571e-09,4.1692587208713e-09,0.313
"1266","COM","LTU",4.26088196647233e-08,9.12193629623386e-08,0.084
"1267","COM","MRT",7.76350810450563e-09,1.55570287888963e-08,0.097
"1268","COM","MMR",3.10728915451269e-08,6.21457830902537e-08,0.088
"1269","COM","NAM",2.19964499865402e-08,6.3904720599185e-08,0.075
"1270","COM","NZL",2.9964587100802e-09,5.9929174201604e-09,0.092
"1271","COM","NGA",2.273820523638e-08,5.07260938016737e-08,0.081
"1272","COM","PRT",8.64279377160904e-10,2.59283813148271e-09,0.337
"1273","COM","QAT",1.09699005800449e-08,2.71001816856634e-08,0.091
"1274","COM","RWA",3.47438226739275e-10,1.04231468021782e-09,0.307
"1275","COM","SEN",5.61781595154588e-09,1.68534478546376e-08,0.337
"1276","COM","SYC",2.73223666866651e-09,7.1543953257817e-09,0.073
"1277","COM","SVK",1.3897529069571e-09,4.1692587208713e-09,0.331
"1278","COM","LKA",1.72855875432181e-09,5.18567626296543e-09,0.329
"1279","COM","SYR",1.14654614823961e-08,3.43963844471882e-08,0.319
"1280","COM","UGA",7.1543953257817e-09,2.14631859773451e-08,0.339
"1281","COM","VEN",1.73719113369637e-09,5.21157340108912e-09,0.342
"1282","COM","YEM",1.93650668482379e-09,5.80952005447136e-09,0.32
"1283","COM","ZWE",7.94932813975744e-10,2.38479844192723e-09,0.319
"1284","COG","AFG",6.57049254607899e-10,1.3140985092158e-09,0.074
"1285","COG","ATG",8.13332807625991e-09,2.43999842287797e-08,0.319
"1286","COG","ARM",2.7076711471209e-09,5.52392537472901e-09,0.087
"1287","COG","BOL",4.64761604357709e-09,1.39428481307313e-08,0.344
"1288","COG","BWA",3.36612270200637e-09,6.97142406536563e-09,0.079
"1289","COG","KHM",1.59297691219399e-08,3.24379257365739e-08,0.09
"1290","COG","CRI",7.76615135747603e-09,1.55323027149521e-08,0.086
"1291","COG","CUB",5.80221838654589e-08,1.74066551596377e-07,0.344
"1292","COG","SWZ",4.2262026637116e-09,8.4524053274232e-09,0.104
"1293","COG","GEO",4.32139688580452e-10,1.29641906574136e-09,0.344
"1294","COG","GIB",6.98474723135722e-05,0.000209542416940717,0.346
"1295","COG","GNB",6.14386637161399e-08,1.6034275350341e-07,0.09
"1296","COG","GUY",8.411801004322e-08,1.6823602008644e-07,0.1
"1297","COG","ISL",7.41910775545822e-06,1.48382155109164e-05,0.091
"1298","COG","JAM",4.72306234401782e-05,0.000141691870320535,0.349
"1299","COG","JOR",3.40825176528987e-08,1.02247552958696e-07,0.37
"1300","COG","PRK",1.09539960444478e-07,2.38511305653742e-07,0.106
"1301","COG","LBY",6.80978924408979e-08,2.04293677322694e-07,0.335
"1302","COG","MWI",5.87170603189375e-08,1.76151180956812e-07,0.336
"1303","COG","MLT",1.1779679527187e-06,3.5327419541452e-06,0.082
"1304","COG","NCL",5.7041298572011e-09,1.14082597144022e-08,0.087
"1305","COG","VCT",2.66716615791855e-06,8.00149847375565e-06,0.342
"1306","COG","SRB",6.7003131294903e-08,2.01009393884709e-07,0.338
"1307","COG","SYC",2.51771072633389e-08,5.12731665014355e-08,0.08
"1308","COG","SVN",2.41268162715566e-08,4.82536325431132e-08,0.096
"1309","COG","TKM",4.56838106265274e-08,1.34458593748099e-07,0.087
"1310","COG","YEM",1.95312731557649e-08,3.90625463115298e-08,0.087
"1311","COD","AND",4.64761604357709e-09,1.39428481307313e-08,0.339
"1312","COD","ARM",2.67527434589242e-08,8.02582303767725e-08,0.342
"1313","COD","BHS",3.09841069571806e-09,9.29523208715418e-09,0.351
"1314","COD","BRB",1.42032162210644e-08,3.01018725005793e-08,0.082
"1315","COD","BOL",1.87616642439208e-08,5.62849927317625e-08,0.329
"1316","COD","BRA",4.44168100508835e-06,8.88336201017671e-06,0.097
"1317","COD","VGB",5.76845113798368e-06,1.7305353413951e-05,0.363
"1318","COD","BRN",3.47438226739275e-10,1.04231468021782e-09,0.323
"1319","COD","KHM",1.10044405048107e-07,3.24171219039502e-07,0.102
"1320","COD","CYM",6.9487645347855e-10,2.08462936043565e-09,0.332
"1321","COD","COL",6.9487645347855e-10,2.08462936043565e-09,0.335
"1322","COD","CRI",2.79687772525116e-07,8.39063317575349e-07,0.367
"1323","COD","CUB",1.07315929886725e-08,3.21947789660176e-08,0.316
"1324","COD","CYP",1.09993579697991e-07,3.29980739093973e-07,0.358
"1325","COD","DJI",2.6165988960668e-08,5.2331977921336e-08,0.089
"1326","COD","DMA",2.04988553776172e-08,6.14965661328517e-08,0.319
"1327","COD","GMB",3.36952163159339e-08,1.01085648947802e-07,0.341
"1328","COD","GRL",1.89777655112731e-08,5.69332965338193e-08,0.356
"1329","COD","GRD",3.88925719722407e-09,1.16677715916722e-08,0.321
"1330","COD","HND",8.98888378497436e-09,1.9323010366659e-08,0.078
"1331","COD","HUN",3.47438226739275e-10,1.04231468021782e-09,0.343
"1332","COD","IRN",3.97466406987872e-10,1.19239922096362e-09,0.356
"1333","COD","JAM",9.97815192761161e-09,1.99563038552232e-08,0.101
"1334","COD","KGZ",6.25388808130695e-09,1.87616642439208e-08,0.321
"1335","COD","LAO",6.31807649953632e-08,1.28779115864071e-07,0.107
"1336","COD","LVA",5.96199610481808e-09,1.78859883144542e-08,0.351
"1337","COD","LSO",1.54959466097041e-08,3.79672104158876e-08,0.09
"1338","COD","LTU",4.51669694761057e-09,1.35500908428317e-08,0.331
"1339","COD","MRT",2.16195043877331e-07,4.93014843743031e-07,0.071
"1340","COD","MMR",1.82604655203439e-08,4.0188991037982e-08,0.082
"1341","COD","NPL",1.08071339685635e-06,3.19523602995925e-06,0.094
"1342","COD","NCL",3.87301336964757e-10,1.16190401089427e-09,0.343
"1343","COD","MDK",5.61781595154588e-09,1.68534478546376e-08,0.339
"1344","COD","OMN",6.9487645347855e-10,2.08462936043565e-09,0.32
"1345","COD","PNG",3.40489462204489e-08,6.80978924408979e-08,0.342
"1346","COD","PHL",1.17206908091739e-09,2.34413816183477e-09,0.088
"1347","COD","LCA",4.41914029978321e-09,1.32574208993496e-08,0.326
"1348","COD","SRB",7.94932813975744e-10,2.38479844192723e-09,0.339
"1349","COD","SVN",1.80179740902285e-07,3.60359481804571e-07,0.074
"1350","COD","LKA",2.80890797577294e-08,8.42672392731882e-08,0.339
"1351","COD","SYR",4.81612706158325e-08,1.14654614823961e-07,0.077
"1352","COD","TCA",3.49885920261675e-07,9.66686940577577e-07,0.103
"1353","COD","UZB",7.42712185749129e-09,1.57656392992339e-08,0.092
"1354","COD","VUT",8.42672392731882e-08,2.52801717819564e-07,0.311
"1355","COK","ALB",7.79577915319727e-10,1.55915583063945e-09,0.099
"1356","COK","AGO",1.08372037693504e-09,2.38836993567234e-09,0.082
"1357","COK","AUT",3.96629385704823e-08,8.34679454674532e-08,0.071
"1358","COK","BEL",1.72855875432181e-09,5.18567626296543e-09,0.308
"1359","COK","BOL",2.32380802178854e-09,6.97142406536563e-09,0.316
"1360","COK","BRA",3.87301336964757e-10,1.16190401089427e-09,0.331
"1361","COK","BDI",7.74602673929515e-10,2.32380802178854e-09,0.353
"1362","COK","CMR",1.7417230398124e-08,4.18285443921938e-08,0.1
"1363","COK","COD",3.97466406987872e-10,1.19239922096362e-09,0.355
"1364","COK","CRI",8.01190267991265e-09,2.29309229647921e-08,0.087
"1365","COK","CIV",3.53994869376443e-09,7.1543953257817e-09,0.081
"1366","COK","SLV",4.32139688580452e-10,1.29641906574136e-09,0.341
"1367","COK","PYF",3.87301336964757e-09,1.16190401089427e-08,0.331
"1368","COK","LTU",4.32139688580452e-10,1.29641906574136e-09,0.324
"1369","COK","MWI",1.25158071412566e-09,2.50316142825132e-09,0.101
"1370","COK","MOZ",4.32139688580452e-10,1.29641906574136e-09,0.337
"1371","COK","NAM",1.40937823544946e-07,4.21771155954621e-07,0.088
"1372","COK","NER",2.48209576742352e-09,6.25388808130695e-09,0.094
"1373","COK","NGA",3.47438226739275e-10,1.04231468021782e-09,0.329
"1374","COK","PAK",2.050621892513e-09,4.41914029978321e-09,0.086
"1375","COK","PRT",8.40800508709045e-08,2.52240152612714e-07,0.333
"1376","COK","RUS",7.44904633727147e-10,1.48980926745429e-09,0.086
"1377","COK","PSE",1.3897529069571e-09,4.1692587208713e-09,0.328
"1378","COK","SDN",1.16190401089427e-09,3.48571203268282e-09,0.345
"1379","COK","CHE",1.08306845884836e-08,2.2095701498916e-08,0.081
"1380","COK","UKR",1.1231738771978e-08,3.36952163159339e-08,0.332
"1381","COK","ARE",2.7076711471209e-09,5.52392537472901e-09,0.086
"1382","COK","ZMB",3.68261691648601e-10,1.1047850749458e-09,0.347
"1383","CRI","BEN",1.58986562795149e-09,4.76959688385447e-09,0.327
"1384","CRI","BES",6.9487645347855e-10,2.08462936043565e-09,0.358
"1385","CRI","BDI",3.71182163182528e-09,9.94306567451222e-09,0.09
"1386","CRI","CAF",1.21603379358746e-08,3.64810138076239e-08,0.366
"1387","CRI","COM",1.56066091261222e-09,3.57719766289085e-09,0.086
"1388","CRI","DJI",1.646089108868e-08,4.93826732660401e-08,0.317
"1389","CRI","GMB",8.10175721626922e-09,2.43052716488076e-08,0.344
"1390","CRI","GIN",4.32139688580452e-10,1.29641906574136e-09,0.306
"1391","CRI","GNB",1.3897529069571e-09,4.1692587208713e-09,0.337
"1392","CRI","LBR",2.34413816183477e-09,4.68827632366955e-09,0.087
"1393","CRI","MHL",1.11805458964624e-08,2.23610917929248e-08,0.105
"1394","CRI","MRT",3.20160552091621e-09,6.40321104183242e-09,0.062
"1395","CRI","FSM",3.47438226739275e-10,1.04231468021782e-09,0.34
"1396","CRI","NRU",7.55328515378961e-08,1.94065242308649e-07,0.082
"1397","CRI","MNP",1.4730467665944e-09,4.41914029978321e-09,0.353
"1398","CRI","PLW",5.18567626296543e-09,1.55570287888963e-08,0.34
"1399","CRI","RWA",2.05667859812452e-09,4.11335719624904e-09,0.083
"1400","CRI","SHN",8.64279377160904e-10,2.59283813148271e-09,0.363
"1401","CRI","STP",7.74602673929515e-10,2.32380802178854e-09,0.339
"1402","CRI","SLB",6.61265607333629e-09,1.32253121466726e-08,0.09
"1403","CRI","TCA",1.24870320990056e-08,2.49740641980112e-08,0.085
"1404","CRI","YEM",1.16319450562435e-09,2.38479844192723e-09,0.074
"1405","CIV","ATG",7.15940985120298e-09,1.62666561525198e-08,0.088
"1406","CIV","BMU",8.1944102554521e-10,1.63888205109042e-09,0.079
"1407","CIV","BOL",1.55937041788214e-09,3.48571203268282e-09,0.088
"1408","CIV","BRN",6.3050809568225e-09,1.2610161913645e-08,0.081
"1409","CIV","COM",9.76808343779313e-08,2.82619356331616e-07,0.092
"1410","CIV","COK",1.1875422349941e-08,2.37508446998819e-08,0.084
"1411","CIV","CUB",4.68982867954468e-08,1.10485356103089e-07,0.085
"1412","CIV","CYP",0.000112928544484885,0.000336168414814522,0.114
"1413","CIV","ERI",5.87709976469415e-08,1.76312992940824e-07,0.343
"1414","CIV","FRO",1.3897529069571e-09,4.1692587208713e-09,0.336
"1415","CIV","FJI",2.10047291502185e-08,5.604276338529e-08,0.083
"1416","CIV","GRL",1.04231468021782e-09,3.12694404065347e-09,0.346
"1417","CIV","GRD",1.52872819765281e-08,4.58618459295843e-08,0.341
"1418","CIV","HND",3.87301336964757e-10,1.16190401089427e-09,0.335
"1419","CIV","MDV",5.97286108653181e-08,1.75016573875083e-07,0.086
"1420","CIV","MNG",7.30153635425199e-09,2.07427050518617e-08,0.08
"1421","CIV","KNA",1.21285058042919e-08,2.59283813148271e-08,0.082
"1422","CIV","STP",6.60132630804622e-09,1.98039789241387e-08,0.358
"1423","CIV","SUR",1.85904641743084e-08,5.57713925229251e-08,0.322
"1424","CIV","TKL",1.20674236250997e-09,2.41348472501993e-09,0.096
"1425","CIV","TKM",1.93650668482379e-09,5.80952005447136e-09,0.322
"1426","CIV","TCA",1.32026526160924e-08,3.96079578482774e-08,0.308
"1427","CIV","VEN",3.88925719722407e-09,1.16677715916722e-08,0.353
"1428","HRV","ASM",6.35946251180596e-09,1.90783875354179e-08,0.329
"1429","HRV","BLZ",3.33620423890155e-07,9.98537463648676e-07,0.092
"1430","HRV","BTN",3.36744080541223e-09,7.81724452814458e-09,0.085
"1431","HRV","COM",1.61525201705457e-07,3.85144948371248e-07,0.096
"1432","HRV","DMA",4.68419001119981e-09,1.16677715916722e-08,0.072
"1433","HRV","FJI",1.94161630001534e-08,4.19818328479405e-08,0.08
"1434","HRV","GMB",6.9487645347855e-09,2.08462936043565e-08,0.336
"1435","HRV","GRL",2.35430323185789e-09,4.70860646371578e-09,0.089
"1436","HRV","GRD",6.62871044967481e-09,1.98861313490244e-08,0.346
"1437","HRV","GUM",3.80263693253286e-08,9.38083212196042e-08,0.077
"1438","HRV","MWI",7.677503697209e-07,2.25947389259355e-06,0.088
"1439","HRV","MNP",3.47438226739275e-10,1.04231468021782e-09,0.324
"1440","HRV","KNA",2.46924876105299e-09,5.19817613326737e-09,0.08
"1441","HRV","SLB",6.04995564012633e-09,1.8149866920379e-08,0.323
"1442","HRV","TON",4.32139688580452e-10,1.29641906574136e-09,0.345
"1443","CYP","BMU",1.11000990863601e-05,3.32942813769842e-05,0.355
"1444","CYP","BES",4.1692587208713e-09,1.25077761626139e-08,0.352
"1445","CYP","CYM",0.000273752991430391,0.000785320124855584,0.075
"1446","CYP","FLK",3.68261691648601e-10,1.1047850749458e-09,0.34
"1447","CYP","GRL",3.61822540355272e-08,7.23645080710544e-08,0.1
"1448","CYP","GNB",4.39939562005062e-09,1.14654614823961e-08,0.1
"1449","CYP","MNP",6.86253969947171e-10,1.37250793989434e-09,0.079
"1450","CYP","WSM",3.97466406987872e-09,1.19239922096362e-08,0.31
"1451","CYP","STP",1.41709330199235e-08,4.0188991037982e-08,0.097
"1452","CYP","TCA",1.68106601744185e-06,4.82487465472831e-06,0.091
"1453","CZE","ASM",1.58936621715684e-08,4.52961880727779e-08,0.085
"1454","CZE","BES",1.39808229292083e-08,3.75233284878417e-08,0.093
"1455","CZE","COK",9.3017405177958e-09,2.2095701498916e-08,0.089
"1456","CZE","FLK",5.01282038753324e-08,1.50384611625997e-07,0.347
"1457","CZE","DEU",0.138167170475995,0.142820838709885,1
"1458","CZE","KIR",3.97466406987872e-10,1.19239922096362e-09,0.342
"1459","CZE","PRK",1.61035465736335e-08,4.18285443921938e-08,0.09
"1460","CZE","FSM",1.07717760983818e-07,3.23153282951455e-07,0.348
"1461","CZE","NRU",3.88925719722407e-09,1.16677715916722e-08,0.323
"1462","CZE","NIU",1.32026526160924e-08,3.96079578482774e-08,0.336
"1463","CZE","SPM",5.56452969783021e-09,1.66935890934906e-08,0.34
"1464","CZE","SLB",9.90672518219741e-09,2.32380802178854e-08,0.085
"1465","CZE","TON",5.62644833092044e-09,1.16677715916722e-08,0.092
"1466","DNK","MSR",5.25825418431341e-08,1.05165083686268e-07,0.071
"1467","DNK","TUV",2.6281970184316e-09,5.25639403686319e-09,0.099
"1468","DNK","WLF",8.21065408302859e-09,2.46319622490858e-08,0.332
"1469","DOM","AFG",7.74602673929515e-10,2.32380802178854e-09,0.334
"1470","DOM","BWA",6.35670347680505e-09,1.27134069536101e-08,0.093
"1471","DOM","CPV",7.99107921500332e-09,2.397323764501e-08,0.324
"1472","DOM","COG",1.25320509688331e-08,3.75961529064993e-08,0.32
"1473","DOM","COK",1.72855875432181e-09,5.18567626296543e-09,0.319
"1474","DOM","GNQ",3.02095042832511e-08,9.06285128497532e-08,0.324
"1475","DOM","ERI",5.65459951968546e-08,1.69637985590564e-07,0.372
"1476","DOM","GAB",4.37213047686659e-09,1.31163914305998e-08,0.395
"1477","DOM","LAO",8.1944102554521e-10,1.63888205109042e-09,0.093
"1478","DOM","MLI",1.1822341509405e-09,2.38479844192723e-09,0.09
"1479","DOM","MRT",3.68261691648601e-10,1.1047850749458e-09,0.344
"1480","DOM","MNE",8.64279377160904e-09,2.59283813148271e-08,0.369
"1481","DOM","NIU",4.1692587208713e-09,1.25077761626139e-08,0.331
"1482","DOM","MNP",2.42454508262602e-08,4.84909016525204e-08,0.352
"1483","DOM","PLW",3.68261691648601e-10,1.1047850749458e-09,0.349
"1484","DOM","RWA",7.74602673929515e-10,2.32380802178854e-09,0.328
"1485","DOM","WSM",1.23936427828722e-08,3.71809283486167e-08,0.356
"1486","DOM","SLE",8.64279377160904e-10,2.59283813148271e-09,0.307
"1487","DOM","SDN",6.57049254607899e-10,1.3140985092158e-09,0.099
"1488","DOM","TKM",5.5590116278284e-09,1.66770348834852e-08,0.325
"1489","ECU","AND",7.34739563704032e-10,1.46947912740806e-09,0.099
"1490","ECU","BFA",5.77575125918597e-10,1.73272537775579e-09,0.332
"1491","ECU","COM",9.28948239225258e-08,2.59624492612264e-07,0.074
"1492","ECU","GMB",2.88144496882459e-08,5.7743879770969e-08,0.104
"1493","ECU","GIN",5.67462824940035e-08,1.26120076306357e-07,0.105
"1494","ECU","GNB",1.20999112802527e-08,3.6299733840758e-08,0.308
"1495","ECU","PRK",4.23217662599664e-08,1.12704689056744e-07,0.1
"1496","ECU","MLI",1.42449672963103e-08,4.27349018889308e-08,0.344
"1497","ECU","MHL",1.34106288525647e-07,2.68212577051293e-07,0.078
"1498","ECU","MRT",5.22290316637919e-09,1.04571360980485e-08,0.097
"1499","ECU","MMR",5.07818107405202e-07,1.09700728328653e-06,0.087
"1500","ECU","STP",1.15515025183719e-09,3.46545075551158e-09,0.341
"1501","ECU","SLE",4.99360259675811e-08,1.12627149554126e-07,0.09
"1502","ECU","SDN",1.93650668482379e-09,5.80952005447136e-09,0.316
"1503","ECU","TCA",1.04231468021782e-09,3.12694404065347e-09,0.336
"1504","EGY","ASM",6.04995564012633e-09,1.8149866920379e-08,0.324
"1505","EGY","AND",9.07493346018949e-09,2.72248003805685e-08,0.324
"1506","EGY","DMA",9.12212633100108e-08,1.82442526620022e-07,0.079
"1507","EGY","GNQ",2.25254299108253e-08,4.50508598216506e-08,0.341
"1508","EGY","GIB",1.40609373014233e-05,2.81218746028465e-05,0.071
"1509","EGY","KIR",1.54920534785903e-08,4.64761604357709e-08,0.317
"1510","EGY","LAO",1.83313084987209e-08,4.50508598216506e-08,0.086
"1511","EGY","MHL",1.19239922096362e-09,3.57719766289085e-09,0.336
"1512","EGY","KNA",4.41914029978321e-08,1.32574208993496e-07,0.358
"1513","EGY","WSM",1.24473495069919e-08,3.6299733840758e-08,0.077
"1514","EGY","SSD",5.71425970427808e-07,1.39830937984892e-06,0.075
"1515","EGY","TLS",6.91783566174359e-08,1.38356713234872e-07,0.068
"1516","SLV","AFG",1.0685139829494e-08,3.20554194884821e-08,0.344
"1517","SLV","AIA",2.42288966162548e-08,5.75829663832252e-08,0.084
"1518","SLV","BFA",5.6618270233265e-09,1.1323654046653e-08,0.068
"1519","SLV","CPV",1.25320509688331e-08,3.75961529064993e-08,0.353
"1520","SLV","COG",3.63374520949666e-09,7.26749041899333e-09,0.074
"1521","SLV","COD",5.47342468850014e-08,1.29954403331684e-07,0.084
"1522","SLV","SWZ",4.32139688580452e-10,1.29641906574136e-09,0.327
"1523","SLV","GAB",4.32139688580452e-10,1.29641906574136e-09,0.35
